label,text
雨後曇,1998/4/7
曇一時雨,1998/4/8
雨後一時曇,1998/4/9
晴,1998/4/10
晴,1998/4/11
曇一時晴,1998/4/12
曇時々雨,1998/4/13
雨時々曇,1998/4/14
曇一時雨,1998/4/15
曇,1998/4/16
雨一時曇,1998/4/17
曇,1998/4/18
晴,1998/4/19
晴,1998/4/20
薄曇,1998/4/21
薄曇,1998/4/22
晴後薄曇,1998/4/23
雨時々曇,1998/4/24
雨時々曇,1998/4/25
曇一時雨,1998/4/26
雨時々曇,1998/4/27
曇一時雨,1998/4/28
晴,1998/4/29
曇後晴,1998/4/30
晴一時曇,1998/5/1
曇一時雨,1998/5/2
曇一時雨,1998/5/3
曇一時晴,1998/5/4
晴時々曇,1998/5/5
曇後晴,1998/5/6
晴,1998/5/7
曇後一時雨,1998/5/8
曇,1998/5/9
曇,1998/5/10
曇後雨,1998/5/11
曇時々雨,1998/5/12
曇時々晴,1998/5/13
曇一時晴,1998/5/14
晴,1998/5/15
晴後曇,1998/5/16
曇時々雨後一時晴,1998/5/17
曇時々雨,1998/5/18
曇一時雨,1998/5/19
晴,1998/5/20
快晴,1998/5/21
快晴,1998/5/22
晴時々曇,1998/5/23
曇時々雨,1998/5/24
曇一時雨,1998/5/25
雨一時曇,1998/5/26
曇一時雨,1998/5/27
晴,1998/5/28
雨後一時曇,1998/5/29
曇一時雨,1998/5/30
晴,1998/5/31
晴,1998/6/1
曇後一時雨,1998/6/2
雨,1998/6/3
曇後晴,1998/6/4
曇一時雨,1998/6/5
雨後曇,1998/6/6
曇一時雨,1998/6/7
晴後曇,1998/6/8
曇一時雨,1998/6/9
雨,1998/6/10
曇,1998/6/11
曇,1998/6/12
雨時々曇,1998/6/13
雨一時霧雨,1998/6/14
曇時々晴,1998/6/15
曇,1998/6/16
曇一時雨,1998/6/17
晴,1998/6/18
雨時々曇,1998/6/19
晴時々曇,1998/6/20
曇後一時雨,1998/6/21
雨一時曇,1998/6/22
雨時々曇,1998/6/23
曇一時雨,1998/6/24
雨時々曇,1998/6/25
晴時々雨,1998/6/26
曇時々雨,1998/6/27
曇時々雨,1998/6/28
雨後晴,1998/6/29
晴,1998/6/30
曇,1998/7/1
晴一時雨,1998/7/2
晴後一時曇,1998/7/3
晴,1998/7/4
晴一時曇,1998/7/5
曇一時雨,1998/7/6
曇時々雨,1998/7/7
曇,1998/7/8
曇後時々雨,1998/7/9
曇時々大雨,1998/7/10
曇時々晴,1998/7/11
曇,1998/7/12
曇,1998/7/13
曇,1998/7/14
曇時々雨,1998/7/15
雨,1998/7/16
雨時々曇,1998/7/17
晴,1998/7/18
曇一時雨後晴,1998/7/19
曇,1998/7/20
曇時々晴,1998/7/21
曇時々雨,1998/7/22
晴時々曇,1998/7/23
雨時々曇,1998/7/24
曇時々雨,1998/7/25
曇時々雨,1998/7/26
晴一時雨,1998/7/27
晴一時雨,1998/7/28
晴時々曇,1998/7/29
曇時々雨、雷を伴う,1998/7/30
曇,1998/7/31
曇一時雨,1998/8/1
曇一時晴,1998/8/2
曇時々雨、雷を伴う,1998/8/3
曇一時晴後時々雨、雷を伴う,1998/8/4
晴後曇,1998/8/5
曇時々雨、雷を伴う,1998/8/6
曇一時雨,1998/8/7
曇,1998/8/8
曇,1998/8/9
曇時々雨,1998/8/10
曇,1998/8/11
曇一時雨,1998/8/12
曇時々晴一時雨,1998/8/13
曇一時雨後晴,1998/8/14
曇後時々雨,1998/8/15
曇一時雨後晴,1998/8/16
曇,1998/8/17
曇後一時雨,1998/8/18
曇時々雨,1998/8/19
曇時々晴,1998/8/20
曇一時雨,1998/8/21
曇一時雨,1998/8/22
晴時々曇,1998/8/23
晴,1998/8/24
晴,1998/8/25
晴時々曇,1998/8/26
曇時々雨,1998/8/27
大雨時々曇、雷を伴う,1998/8/28
雨時々曇,1998/8/29
雨時々曇,1998/8/30
曇時々雨,1998/8/31
曇時々雨後一時晴,1998/9/1
曇,1998/9/2
曇時々雨,1998/9/3
曇,1998/9/4
曇一時雨,1998/9/5
曇後一時雨,1998/9/6
雨,1998/9/7
曇時々雨,1998/9/8
晴,1998/9/9
晴,1998/9/10
曇,1998/9/11
曇一時雨,1998/9/12
快晴,1998/9/13
曇時々晴,1998/9/14
曇時々雨,1998/9/15
雨後晴,1998/9/16
曇時々雨,1998/9/17
雨時々曇,1998/9/18
晴時々曇,1998/9/19
晴,1998/9/20
曇時々雨,1998/9/21
曇時々雨,1998/9/22
曇時々雨,1998/9/23
曇時々雨,1998/9/24
晴後一時曇,1998/9/25
曇時々雨,1998/9/26
雨,1998/9/27
曇時々雨,1998/9/28
雨時々曇,1998/9/29
雨後曇,1998/9/30
大雨,1998/10/1
晴,1998/10/2
晴後曇,1998/10/3
晴,1998/10/4
曇,1998/10/5
雨後曇,1998/10/6
曇時々雨,1998/10/7
晴一時雨、霧を伴う,1998/10/8
快晴,1998/10/9
晴後一時雨、雷を伴う,1998/10/10
快晴,1998/10/11
薄曇,1998/10/12
曇後一時雨,1998/10/13
雨時々曇,1998/10/14
曇一時雨,1998/10/15
雨,1998/10/16
雨,1998/10/17
雨後晴,1998/10/18
晴後一時曇,1998/10/19
曇,1998/10/20
雨時々曇,1998/10/21
曇,1998/10/22
曇一時雨,1998/10/23
雨時々曇,1998/10/24
晴,1998/10/25
曇,1998/10/26
曇後時々雨,1998/10/27
晴,1998/10/28
曇,1998/10/29
曇時々晴一時雨,1998/10/30
晴,1998/10/31
曇,1998/11/1
曇,1998/11/2
晴,1998/11/3
曇,1998/11/4
曇,1998/11/5
曇,1998/11/6
曇一時雨,1998/11/7
快晴,1998/11/8
晴一時曇,1998/11/9
曇時々晴,1998/11/10
曇後晴,1998/11/11
晴,1998/11/12
晴後曇,1998/11/13
快晴,1998/11/14
快晴,1998/11/15
晴後曇,1998/11/16
曇,1998/11/17
晴時々曇,1998/11/18
晴一時曇,1998/11/19
快晴,1998/11/20
晴後曇,1998/11/21
曇後時々雨,1998/11/22
曇後晴,1998/11/23
晴,1998/11/24
快晴,1998/11/25
晴,1998/11/26
晴後曇,1998/11/27
晴,1998/11/28
曇時々晴,1998/11/29
曇,1998/11/30
快晴,1998/12/1
雨時々曇,1998/12/2
雨時々曇,1998/12/3
曇,1998/12/4
雨一時曇,1998/12/5
晴後曇,1998/12/6
雨時々曇,1998/12/7
曇,1998/12/8
曇後一時晴,1998/12/9
曇時々晴,1998/12/10
曇後晴,1998/12/11
曇,1998/12/12
快晴,1998/12/13
晴,1998/12/14
晴一時曇,1998/12/15
曇後一時晴,1998/12/16
快晴,1998/12/17
晴後一時曇,1998/12/18
快晴,1998/12/19
快晴,1998/12/20
快晴,1998/12/21
快晴,1998/12/22
晴時々曇,1998/12/23
快晴,1998/12/24
晴,1998/12/25
晴,1998/12/26
曇時々晴,1998/12/27
快晴,1998/12/28
晴,1998/12/29
晴,1998/12/30
曇後晴,1998/12/31
快晴,1999/1/1
快晴,1999/1/2
快晴,1999/1/3
快晴,1999/1/4
快晴,1999/1/5
晴,1999/1/6
晴時々曇,1999/1/7
晴時々曇,1999/1/8
快晴,1999/1/9
快晴,1999/1/10
快晴,1999/1/11
晴,1999/1/12
晴,1999/1/13
快晴,1999/1/14
曇後一時雨,1999/1/15
晴,1999/1/16
快晴,1999/1/17
晴,1999/1/18
曇一時雨,1999/1/19
晴,1999/1/20
快晴,1999/1/21
快晴,1999/1/22
晴時々薄曇,1999/1/23
雨時々曇,1999/1/24
曇時々雨,1999/1/25
快晴,1999/1/26
曇一時雨,1999/1/27
快晴,1999/1/28
晴時々曇一時雨,1999/1/29
晴後一時曇,1999/1/30
快晴,1999/1/31
曇一時晴,1999/2/1
曇時々晴,1999/2/2
晴時々曇一時雪,1999/2/3
晴,1999/2/4
快晴,1999/2/5
快晴,1999/2/6
晴一時曇,1999/2/7
快晴,1999/2/8
晴,1999/2/9
晴,1999/2/10
雨時々雪、あられを伴う,1999/2/11
晴,1999/2/12
快晴,1999/2/13
快晴,1999/2/14
晴後曇,1999/2/15
快晴,1999/2/16
快晴,1999/2/17
晴後曇一時雨,1999/2/18
曇時々雨一時雪,1999/2/19
晴一時曇,1999/2/20
晴,1999/2/21
快晴,1999/2/22
快晴,1999/2/23
雨時々曇,1999/2/24
快晴,1999/2/25
曇時々晴,1999/2/26
曇一時雨,1999/2/27
晴,1999/2/28
晴,1999/3/1
快晴,1999/3/2
晴時々曇,1999/3/3
晴後薄曇,1999/3/4
晴一時曇,1999/3/5
晴,1999/3/6
雨時々曇,1999/3/7
晴後曇,1999/3/8
雨、あられを伴う,1999/3/9
曇時々雨,1999/3/10
曇後雨,1999/3/11
晴,1999/3/12
曇後一時晴,1999/3/13
晴後曇,1999/3/14
曇後雨,1999/3/15
晴一時雨,1999/3/16
曇一時晴,1999/3/17
晴,1999/3/18
雨時々曇,1999/3/19
雨一時霧雨,1999/3/20
雨時々曇,1999/3/21
晴一時曇,1999/3/22
晴,1999/3/23
晴,1999/3/24
雨後曇,1999/3/25
曇後一時雨,1999/3/26
曇後雨,1999/3/27
曇,1999/3/28
晴,1999/3/29
曇,1999/3/30
雨後曇一時晴,1999/3/31
晴時々曇,1999/4/1
晴時々曇,1999/4/2
曇一時晴,1999/4/3
曇後晴,1999/4/4
曇,1999/4/5
曇後時々雨,1999/4/6
晴時々曇一時雨,1999/4/7
快晴,1999/4/8
晴,1999/4/9
曇後雨,1999/4/10
雨時々曇,1999/4/11
雨後曇,1999/4/12
晴一時曇,1999/4/13
晴,1999/4/14
晴,1999/4/15
曇後晴,1999/4/16
薄曇,1999/4/17
曇後雨,1999/4/18
雨、霧を伴う,1999/4/19
晴,1999/4/20
晴一時雨,1999/4/21
晴,1999/4/22
曇後雨,1999/4/23
大雨,1999/4/24
曇時々雨,1999/4/25
曇後晴,1999/4/26
晴時々曇,1999/4/27
曇,1999/4/28
曇時々雨一時晴,1999/4/29
快晴,1999/4/30
快晴,1999/5/1
晴後一時曇,1999/5/2
曇,1999/5/3
雨一時曇,1999/5/4
晴,1999/5/5
晴,1999/5/6
快晴,1999/5/7
晴,1999/5/8
薄曇,1999/5/9
薄曇,1999/5/10
曇時々雨,1999/5/11
晴,1999/5/12
晴,1999/5/13
晴後時々雨,1999/5/14
曇後時々雨,1999/5/15
曇時々雨,1999/5/16
晴一時曇,1999/5/17
曇,1999/5/18
雨後一時曇,1999/5/19
曇後晴,1999/5/20
快晴,1999/5/21
薄曇,1999/5/22
晴,1999/5/23
雨時々曇,1999/5/24
晴,1999/5/25
曇,1999/5/26
曇時々雨,1999/5/27
曇一時雨,1999/5/28
曇,1999/5/29
晴,1999/5/30
薄曇,1999/5/31
快晴,1999/6/1
曇一時晴,1999/6/2
曇一時雨,1999/6/3
曇一時雨,1999/6/4
晴時々曇,1999/6/5
晴後薄曇,1999/6/6
雨後時々曇,1999/6/7
晴後曇,1999/6/8
晴時々雨,1999/6/9
晴一時曇,1999/6/10
曇一時雨後晴,1999/6/11
晴一時曇,1999/6/12
晴後薄曇,1999/6/13
晴,1999/6/14
晴時々曇,1999/6/15
晴後曇,1999/6/16
曇時々雨,1999/6/17
雨,1999/6/18
雨時々曇,1999/6/19
曇時々雨,1999/6/20
晴後一時曇,1999/6/21
曇後雨,1999/6/22
曇,1999/6/23
曇時々雨,1999/6/24
雨時々曇,1999/6/25
曇時々雨,1999/6/26
雨時々曇,1999/6/27
曇一時雨,1999/6/28
曇後雨,1999/6/29
大雨後曇,1999/6/30
曇一時雨,1999/7/1
晴時々雨,1999/7/2
雨時々曇,1999/7/3
晴時々曇,1999/7/4
曇時々雨,1999/7/5
曇一時雨後晴,1999/7/6
晴,1999/7/7
薄曇,1999/7/8
雨後曇一時晴,1999/7/9
曇後一時雨,1999/7/10
雨時々曇,1999/7/11
曇時々雨,1999/7/12
大雨,1999/7/13
曇時々雨,1999/7/14
曇一時雨,1999/7/15
晴,1999/7/16
曇,1999/7/17
曇,1999/7/18
曇,1999/7/19
曇時々雨,1999/7/20
曇後大雨、雷を伴う,1999/7/21
曇一時雨、雷を伴う,1999/7/22
晴,1999/7/23
晴,1999/7/24
晴,1999/7/25
晴,1999/7/26
晴,1999/7/27
曇一時雨,1999/7/28
晴,1999/7/29
晴,1999/7/30
快晴,1999/7/31
晴,1999/8/1
晴一時雨,1999/8/2
晴,1999/8/3
晴一時曇,1999/8/4
晴時々曇一時雨,1999/8/5
晴時々雨,1999/8/6
晴時々曇一時雨,1999/8/7
晴一時雨,1999/8/8
晴時々曇,1999/8/9
曇時々雨,1999/8/10
快晴,1999/8/11
晴時々曇,1999/8/12
曇時々雨,1999/8/13
大雨時々曇,1999/8/14
晴一時雨,1999/8/15
曇時々雨後晴,1999/8/16
晴,1999/8/17
晴,1999/8/18
晴,1999/8/19
晴後曇、雷を伴う,1999/8/20
晴一時曇,1999/8/21
晴一時雨、雷を伴う,1999/8/22
晴一時曇,1999/8/23
曇時々雨、雷を伴う,1999/8/24
曇一時雨後晴,1999/8/25
曇,1999/8/26
曇時々雨,1999/8/27
曇,1999/8/28
曇後晴一時雨,1999/8/29
曇時々晴,1999/8/30
晴,1999/8/31
晴,1999/9/1
曇後一時雨,1999/9/2
曇,1999/9/3
曇,1999/9/4
晴,1999/9/5
曇後一時雨,1999/9/6
曇,1999/9/7
晴一時雨,1999/9/8
晴後曇時々雨,1999/9/9
曇時々晴,1999/9/10
曇時々晴一時雨,1999/9/11
晴,1999/9/12
晴後曇一時雨,1999/9/13
晴一時曇,1999/9/14
曇時々雨,1999/9/15
曇後一時雨,1999/9/16
雨時々曇,1999/9/17
曇後一時雨,1999/9/18
曇時々晴一時雨,1999/9/19
曇一時雨,1999/9/20
曇後雨,1999/9/21
雨,1999/9/22
晴一時曇,1999/9/23
曇時々雨,1999/9/24
晴後薄曇,1999/9/25
曇一時晴,1999/9/26
晴時々曇一時雨,1999/9/27
晴,1999/9/28
曇時々雨,1999/9/29
晴,1999/9/30
曇,1999/10/1
晴,1999/10/2
曇後一時雨,1999/10/3
曇後晴,1999/10/4
曇後一時雨,1999/10/5
晴後一時曇,1999/10/6
曇時々雨,1999/10/7
曇時々雨,1999/10/8
晴後一時曇,1999/10/9
晴,1999/10/10
快晴,1999/10/11
晴,1999/10/12
晴一時曇,1999/10/13
晴後曇時々雨,1999/10/14
雨時々曇,1999/10/15
曇一時雨,1999/10/16
曇,1999/10/17
晴後薄曇,1999/10/18
曇,1999/10/19
雨時々曇,1999/10/20
快晴,1999/10/21
曇,1999/10/22
晴,1999/10/23
晴,1999/10/24
快晴,1999/10/25
晴,1999/10/26
大雨、雷を伴う,1999/10/27
晴,1999/10/28
晴,1999/10/29
晴後曇,1999/10/30
曇一時雨,1999/10/31
大雨後曇,1999/11/1
曇一時雨,1999/11/2
曇一時晴,1999/11/3
曇時々雨,1999/11/4
快晴,1999/11/5
薄曇,1999/11/6
曇時々雨,1999/11/7
曇一時雨,1999/11/8
晴後一時雨,1999/11/9
快晴,1999/11/10
晴後一時曇,1999/11/11
雨時々曇,1999/11/12
晴一時霧,1999/11/13
晴,1999/11/14
曇後雨,1999/11/15
曇時々雨一時晴,1999/11/16
晴,1999/11/17
晴時々曇,1999/11/18
晴,1999/11/19
晴,1999/11/20
快晴,1999/11/21
晴,1999/11/22
曇,1999/11/23
雨時々曇,1999/11/24
晴一時霧,1999/11/25
薄曇,1999/11/26
晴時々曇,1999/11/27
快晴,1999/11/28
晴,1999/11/29
晴,1999/11/30
曇,1999/12/1
雨時々曇,1999/12/2
快晴,1999/12/3
曇後晴,1999/12/4
曇一時晴,1999/12/5
曇後時々晴,1999/12/6
快晴,1999/12/7
晴後一時曇,1999/12/8
晴,1999/12/9
晴一時曇,1999/12/10
快晴,1999/12/11
曇一時晴,1999/12/12
快晴,1999/12/13
曇一時晴,1999/12/14
晴一時曇,1999/12/15
晴,1999/12/16
晴後曇,1999/12/17
曇一時晴,1999/12/18
晴,1999/12/19
晴,1999/12/20
快晴,1999/12/21
快晴,1999/12/22
快晴,1999/12/23
晴一時曇,1999/12/24
晴,1999/12/25
晴時々曇,1999/12/26
快晴,1999/12/27
晴,1999/12/28
晴,1999/12/29
晴一時曇,1999/12/30
曇一時雨後晴,1999/12/31
晴,2000/1/1
曇時々晴,2000/1/2
晴一時曇,2000/1/3
快晴,2000/1/4
曇,2000/1/5
曇一時晴,2000/1/6
曇一時雨,2000/1/7
曇後一時晴,2000/1/8
曇一時晴,2000/1/9
雨後晴,2000/1/10
晴,2000/1/11
曇後雨一時みぞれ,2000/1/12
曇時々雨,2000/1/13
曇一時霧雨後晴,2000/1/14
曇時々晴一時雨,2000/1/15
曇一時晴,2000/1/16
雨時々曇一時みぞれ,2000/1/17
晴,2000/1/18
雨時々曇,2000/1/19
晴,2000/1/20
快晴,2000/1/21
晴,2000/1/22
晴後曇一時雨,2000/1/23
曇一時晴,2000/1/24
曇時々雪、あられを伴う,2000/1/25
晴,2000/1/26
晴一時曇,2000/1/27
快晴,2000/1/28
晴,2000/1/29
晴,2000/1/30
晴後曇,2000/1/31
快晴,2000/2/1
曇後晴,2000/2/2
曇後晴,2000/2/3
晴,2000/2/4
快晴,2000/2/5
曇,2000/2/6
快晴,2000/2/7
晴一時曇,2000/2/8
晴,2000/2/9
快晴,2000/2/10
快晴,2000/2/11
晴,2000/2/12
晴時々曇,2000/2/13
曇後一時晴,2000/2/14
晴一時曇,2000/2/15
晴時々曇,2000/2/16
晴後一時曇,2000/2/17
晴後一時曇,2000/2/18
曇,2000/2/19
雨一時みぞれ、あられを伴う,2000/2/20
晴,2000/2/21
晴,2000/2/22
晴後一時曇,2000/2/23
晴後曇一時雪,2000/2/24
快晴,2000/2/25
曇後一時雪,2000/2/26
晴一時曇,2000/2/27
晴,2000/2/28
快晴,2000/2/29
快晴,2000/3/1
快晴,2000/3/2
晴,2000/3/3
曇時々雨,2000/3/4
曇一時雨,2000/3/5
曇時々雨,2000/3/6
快晴,2000/3/7
晴後曇一時雨,2000/3/8
快晴,2000/3/9
快晴,2000/3/10
曇,2000/3/11
雨後晴,2000/3/12
晴後一時雨,2000/3/13
晴時々曇一時雨,2000/3/14
晴時々薄曇,2000/3/15
雨後一時曇,2000/3/16
晴時々雨,2000/3/17
快晴,2000/3/18
薄曇,2000/3/19
快晴,2000/3/20
晴後曇一時雨,2000/3/21
快晴,2000/3/22
曇後一時雨,2000/3/23
雨時々曇,2000/3/24
晴一時曇,2000/3/25
晴,2000/3/26
快晴,2000/3/27
曇後雨,2000/3/28
晴後一時雨,2000/3/29
晴,2000/3/30
晴時々曇,2000/3/31
快晴,2000/4/1
薄曇,2000/4/2
曇,2000/4/3
晴後一時曇,2000/4/4
雨,2000/4/5
曇一時雨後晴,2000/4/6
曇時々雨後晴,2000/4/7
晴一時薄曇,2000/4/8
晴,2000/4/9
曇時々雨,2000/4/10
晴時々雨,2000/4/11
快晴,2000/4/12
晴一時薄曇,2000/4/13
薄曇,2000/4/14
雨一時曇、雷を伴う,2000/4/15
曇時々雨,2000/4/16
晴,2000/4/17
快晴,2000/4/18
曇,2000/4/19
大雨時々曇,2000/4/20
雨一時曇,2000/4/21
晴後一時薄曇,2000/4/22
晴,2000/4/23
晴後一時雨、雷を伴う,2000/4/24
晴,2000/4/25
雨一時曇,2000/4/26
曇一時雨,2000/4/27
晴一時雨,2000/4/28
晴,2000/4/29
曇,2000/4/30
晴,2000/5/1
曇時々晴,2000/5/2
晴,2000/5/3
晴,2000/5/4
快晴,2000/5/5
曇後一時雨,2000/5/6
曇一時晴,2000/5/7
晴,2000/5/8
快晴,2000/5/9
晴後薄曇,2000/5/10
曇一時雨,2000/5/11
曇後時々雨,2000/5/12
雨時々曇,2000/5/13
曇後一時雨,2000/5/14
曇後一時雨,2000/5/15
晴,2000/5/16
曇時々雨,2000/5/17
雨後晴,2000/5/18
曇,2000/5/19
雨,2000/5/20
曇後一時雨,2000/5/21
薄曇,2000/5/22
晴一時曇,2000/5/23
晴後曇,2000/5/24
快晴,2000/5/25
晴,2000/5/26
曇後一時雨,2000/5/27
曇一時雨,2000/5/28
晴一時曇,2000/5/29
晴後一時薄曇,2000/5/30
雨時々曇,2000/5/31
晴一時曇,2000/6/1
薄曇,2000/6/2
曇,2000/6/3
晴後時々曇,2000/6/4
晴後一時曇,2000/6/5
晴,2000/6/6
晴後薄曇,2000/6/7
曇後一時雨,2000/6/8
雨時々曇,2000/6/9
曇時々雨,2000/6/10
雨後一時曇,2000/6/11
雨時々曇,2000/6/12
雨,2000/6/13
雨後一時曇,2000/6/14
晴時々曇,2000/6/15
晴,2000/6/16
曇後雨,2000/6/17
曇一時雨,2000/6/18
晴一時薄曇,2000/6/19
晴一時曇,2000/6/20
曇,2000/6/21
晴後曇,2000/6/22
雨時々曇,2000/6/23
雨,2000/6/24
雨後曇,2000/6/25
曇,2000/6/26
曇後一時雨,2000/6/27
大雨,2000/6/28
曇時々雨,2000/6/29
薄曇,2000/6/30
晴,2000/7/1
晴後一時雨,2000/7/2
晴後時々大雨、雷・ひょうを伴う,2000/7/3
曇後一時大雨、雷・ひょうを伴う,2000/7/4
曇後晴,2000/7/5
曇後晴,2000/7/6
曇後一時雨,2000/7/7
雨後晴,2000/7/8
晴,2000/7/9
薄曇後晴,2000/7/10
晴後一時薄曇,2000/7/11
曇後晴,2000/7/12
曇一時晴,2000/7/13
曇時々晴,2000/7/14
曇後時々雨,2000/7/15
晴一時曇,2000/7/16
晴後一時曇,2000/7/17
曇後晴,2000/7/18
曇時々晴,2000/7/19
晴,2000/7/20
薄曇,2000/7/21
晴,2000/7/22
晴,2000/7/23
晴,2000/7/24
曇時々雨,2000/7/25
雨後一時曇,2000/7/26
曇時々雨,2000/7/27
曇時々雨,2000/7/28
晴一時曇,2000/7/29
晴,2000/7/30
晴,2000/7/31
晴,2000/8/1
晴時々曇一時雨、雷を伴う,2000/8/2
晴一時曇,2000/8/3
晴時々曇,2000/8/4
晴時々曇,2000/8/5
晴,2000/8/6
曇一時雨,2000/8/7
薄曇時々晴,2000/8/8
曇一時雨,2000/8/9
晴一時曇,2000/8/10
晴後一時薄曇,2000/8/11
晴後曇一時雨,2000/8/12
雨時々曇,2000/8/13
曇時々雨後晴,2000/8/14
曇時々雨,2000/8/15
晴時々曇,2000/8/16
曇一時雨後晴,2000/8/17
曇時々雨,2000/8/18
晴,2000/8/19
晴一時曇,2000/8/20
曇時々晴,2000/8/21
曇後晴,2000/8/22
曇後晴,2000/8/23
晴,2000/8/24
晴時々曇,2000/8/25
晴時々薄曇,2000/8/26
曇後晴,2000/8/27
晴,2000/8/28
晴,2000/8/29
晴時々曇,2000/8/30
曇時々雨,2000/8/31
曇一時雨,2000/9/1
晴後一時雨,2000/9/2
晴,2000/9/3
曇時々雨,2000/9/4
雨,2000/9/5
曇時々雨一時晴,2000/9/6
曇時々雨,2000/9/7
曇時々雨,2000/9/8
晴,2000/9/9
曇後晴,2000/9/10
雨時々曇、雷を伴う,2000/9/11
曇時々雨後一時晴,2000/9/12
曇時々雨,2000/9/13
曇一時雨,2000/9/14
曇時々雨後晴、雷を伴う,2000/9/15
曇時々雨、雷を伴う,2000/9/16
雨時々曇、雷を伴う,2000/9/17
晴,2000/9/18
晴時々曇,2000/9/19
晴一時曇,2000/9/20
晴,2000/9/21
晴後薄曇,2000/9/22
曇時々雨,2000/9/23
曇時々晴一時雨、雷を伴う,2000/9/24
晴後一時曇,2000/9/25
曇時々雨一時晴,2000/9/26
晴,2000/9/27
晴,2000/9/28
曇,2000/9/29
晴後雨,2000/9/30
曇一時雨,2000/10/1
曇一時雨,2000/10/2
曇一時雨後晴,2000/10/3
曇一時雨,2000/10/4
曇,2000/10/5
曇,2000/10/6
晴後薄曇,2000/10/7
曇,2000/10/8
雨後曇、雷を伴う,2000/10/9
曇後晴,2000/10/10
晴一時曇,2000/10/11
快晴,2000/10/12
曇一時雨,2000/10/13
晴後一時曇,2000/10/14
曇後雨,2000/10/15
晴時々曇,2000/10/16
曇後一時雨,2000/10/17
曇,2000/10/18
晴後曇,2000/10/19
曇後雨,2000/10/20
晴後薄曇,2000/10/21
曇,2000/10/22
雨一時曇,2000/10/23
晴,2000/10/24
曇時々雨,2000/10/25
曇一時晴,2000/10/26
曇一時晴,2000/10/27
曇後一時雨,2000/10/28
雨,2000/10/29
曇後晴,2000/10/30
晴後曇,2000/10/31
雨時々曇,2000/11/1
雨,2000/11/2
曇一時雨,2000/11/3
晴時々曇,2000/11/4
快晴,2000/11/5
曇,2000/11/6
雨後晴,2000/11/7
晴後一時曇,2000/11/8
曇,2000/11/9
曇後一時雨,2000/11/10
晴後一時曇,2000/11/11
曇,2000/11/12
曇,2000/11/13
曇後一時雨,2000/11/14
曇後一時雨,2000/11/15
曇,2000/11/16
雨後一時曇,2000/11/17
晴時々曇,2000/11/18
曇時々晴,2000/11/19
雨,2000/11/20
曇,2000/11/21
曇,2000/11/22
曇後晴,2000/11/23
晴後薄曇,2000/11/24
曇時々晴,2000/11/25
快晴,2000/11/26
晴後一時曇,2000/11/27
晴,2000/11/28
晴後薄曇,2000/11/29
晴後一時薄曇,2000/11/30
雨後晴,2000/12/1
晴後一時薄曇,2000/12/2
曇,2000/12/3
晴後一時曇,2000/12/4
快晴,2000/12/5
晴,2000/12/6
晴,2000/12/7
晴,2000/12/8
快晴,2000/12/9
晴一時雨,2000/12/10
晴一時曇,2000/12/11
快晴,2000/12/12
快晴,2000/12/13
曇,2000/12/14
快晴,2000/12/15
快晴,2000/12/16
晴後曇,2000/12/17
曇,2000/12/18
曇一時雨後一時晴,2000/12/19
曇後一時雨,2000/12/20
晴一時曇,2000/12/21
晴一時曇,2000/12/22
晴一時曇,2000/12/23
快晴,2000/12/24
晴,2000/12/25
晴,2000/12/26
快晴,2000/12/27
快晴,2000/12/28
快晴,2000/12/29
曇,2000/12/30
曇,2000/12/31
快晴,2001/1/1
快晴,2001/1/2
晴,2001/1/3
晴後一時曇,2001/1/4
晴,2001/1/5
快晴,2001/1/6
曇一時晴,2001/1/7
雨後曇、あられを伴う,2001/1/8
晴後曇,2001/1/9
曇一時雨,2001/1/10
晴一時曇,2001/1/11
快晴,2001/1/12
曇,2001/1/13
晴,2001/1/14
快晴,2001/1/15
快晴,2001/1/16
快晴,2001/1/17
晴,2001/1/18
晴後一時薄曇,2001/1/19
曇一時雪,2001/1/20
快晴,2001/1/21
曇,2001/1/22
曇一時晴,2001/1/23
快晴,2001/1/24
曇後雨,2001/1/25
雨後曇,2001/1/26
雪,2001/1/27
晴一時薄曇,2001/1/28
快晴,2001/1/29
快晴,2001/1/30
晴後曇,2001/1/31
雨時々曇,2001/2/1
曇,2001/2/2
晴,2001/2/3
曇,2001/2/4
曇一時晴,2001/2/5
晴時々曇,2001/2/6
雨後みぞれ,2001/2/7
晴,2001/2/8
曇後晴,2001/2/9
薄曇,2001/2/10
晴,2001/2/11
曇,2001/2/12
曇,2001/2/13
曇一時雪後一時晴,2001/2/14
晴,2001/2/15
晴一時みぞれ,2001/2/16
快晴,2001/2/17
薄曇,2001/2/18
晴後曇,2001/2/19
晴一時曇,2001/2/20
晴後曇,2001/2/21
快晴,2001/2/22
晴,2001/2/23
雨,2001/2/24
晴,2001/2/25
晴後一時薄曇,2001/2/26
快晴,2001/2/27
曇一時晴,2001/2/28
雨,2001/3/1
曇一時みぞれ後晴,2001/3/2
曇一時晴,2001/3/3
雨後曇,2001/3/4
晴,2001/3/5
晴,2001/3/6
曇時々晴,2001/3/7
晴後一時曇,2001/3/8
晴一時曇,2001/3/9
快晴,2001/3/10
晴,2001/3/11
曇時々雪後晴,2001/3/12
快晴,2001/3/13
晴後一時曇,2001/3/14
晴,2001/3/15
晴,2001/3/16
曇後雨,2001/3/17
曇時々雨後晴,2001/3/18
晴,2001/3/19
晴後薄曇,2001/3/20
